,stars,tags,text
825,4,Positive,"I really like some of the dishes, and some I haven't liked so much. I've enjoyed trying different choices from your menu."
826,5,Neutral,Love their food.
827,5,Positive,One of our favorite ones.
828,5,Positive,It is really a good place to eat but now because of Covid19 I just really depend on contactless delivery.Thank you
829,3,Negative,Ordered the egg foo young. Asked for vegetable only. What I got was loaded with chicken and shrimp both. Good thing I am not alergic to seafood. 
830,4,Positive,Asked for fruit punch drink but got Gatorade
831,1,Negative,"The driver was great, but the sandwich order was missing several items and added others that I did not request. Unfortunately I was not able to eat the meal based on dietary restrictions that were not honored. "
832,5,Neutral,Fresh salad. Would have preferred the plastic ware had been wrapped.
833,1,Neutral,Over an hour to get my 
834,1,Negative,Order took 2 hours to arrive. Food was cold. 
835,1,Negative,Your customer service and driver sucked
836,1,Negative,My sandwich was dripping with water and soggy
837,3,Negative,So mixed review. Delicious potatoes and chicken. But they gave me my main dish wrong. No cookies and the biscuits were rock hard! Not the usual case. But I was disappointed.
838,1,Negative,Same issues over and over with order being wrong and not getting what I paid for! 
839,5,Positive,Speedy delivery! A surprisingly good meatball sub. 
840,5,Negative,They gave me the wrong chips. 
841,5,Positive,Subway has always been my 1st choice for sub sandwiches
842,5,Positive,Never preferred a delivery from Subway before. It was fabulous! Fast delivery and super fresh. Great!
843,1,Negative,"I had utilized a promo code that should have given me a $12 discount. This promo code did not show up on the Checkout screen. I opened a chat with the Customer Service to understand how it works and was told that it would still apply, but they would have to manually refund me the value of $12. I said okay and ordered. It's been over 24hrs and I still have not received my refund."
844,1,Negative,"Paid for a bottled soda and never received.  Ask the driver and he states they (Subway) never gave him one.  Called Subway and they blamed the driver, so paid for food that I never received!  Will never order again!"
845,5,Positive,"Food very good, and delivery person very polite!"
846,1,Negative,Never again.... horrible 
847,2,Negative,MISSING EXTRA MEAT
848,1,Negative,"Never got h order. They stole my money, and I have yet t be refnded"
849,4,Positive,"Good food, good price"
850,5,Negative,They gave me the wrong chips. 
851,5,Positive,Subway has always been my 1st choice for sub sandwiches
852,5,Positive,Never preferred a delivery from Subway before. It was fabulous! Fast delivery and super fresh. Great!
853,1,Negative,"I had utilized a promo code that should have given me a $12 discount. This promo code did not show up on the Checkout screen. I opened a chat with the Customer Service to understand how it works and was told that it would still apply, but they would have to manually refund me the value of $12. I said okay and ordered. It's been over 24hrs and I still have not received my refund."
854,1,Negative,"Paid for a bottled soda and never received.  Ask the driver and he states they (Subway) never gave him one.  Called Subway and they blamed the driver, so paid for food that I never received!  Will never order again!"
855,5,Positive,"Food very good, and delivery person very polite!"
856,1,Negative,Never again.... horrible 
857,2,Negative,MISSING EXTRA MEAT
858,1,Negative,"Never got h order. They stole my money, and I have yet t be refnded"
859,4,Positive,"Good food, good price"
860,5,Positive,It was fine
861,1,Negative,"Both footlongs were made completely wrong. The one sub we wanted toasted was burnt and half of it couldn't be eaten it was so hard. The other was thrown together like they made it in a rush, super messy, some sauce I didn't request. Very disappointed."
862,1,Negative,I wish I had read these recent reviews before ordering. Both sandwich orders were way wrong. How do you make a sandwich with just turkey n lettuce and not wonder if you’re missing some ingredients?? 
863,2,Negative,Forgot parts of my order Left off extras that I had ordered more dressing than salad
864,2,Negative,Didn't get my full order
865,2,Negative,I like Subways
866,1,Negative,"I bought 4, 12 inch subs, none of the subs were correct. I requested items like cheese, lettuce and jalapeños, the basics. None of the subs had any of the items I requested including cheese and lettuce. Subs without cheese and lettuce was not what I wanted! They made my subs the way they wanted to. I won't be ordering from them again! Buyers beware! "
867,2,Negative,Wrong sauce and not enough toppings
868,3,Positive,Was fine. Sandwich was soaked in condiments
869,1,Negative,Ordered two Spicy Italian sandwiches. Got the toppings and bread right - but missing the meat entirely on both sandwiches. Delivery was 20-30 minutes later than estimated.
870,2,Negative,Sandwich was supposed to be toasted. It wasn't. It was mushy and not very good.
871,5,Positive,Very good. .will order again
872,5,Positive,Same great fresh food I get in-store; delivered fast.
873,1,Negative,"My total order was wrong. Wrong roll, missing tomatoes, cheese, vinegar, had green peppers and cumbers that  didn’t order. Also missed black olives and extra cheese and pickles.   NEVER AGAIN from this store.  Wrong cookie too!  "
874,1,Negative,"Food took over 2 hours to arrive, and they forgot the dressing on my salad."
875,1,Negative,They shorted me a sandwich and the other had completely wrong veggies. No response when attempted to contact the store. Hoping management corrects this behavior.
876,1,Neutral,I ordered 2 sandwiches and only received one
877,2,Negative,1 Sanwiche was not toasted and missing several items 2nd sandwich also missing several items including the double meat and cheeses. really poor. 
878,1,Negative,"Food took 2 hours, the order was wrong, food didn't taste like it should."
879,3,Negative,One layer of turkey and the cheese was wrong. I understand that there is traffic and a lot of delays but I only live a mile and a half away not sure why my food took over an hour and 15 to arrive. Dont think I'll be ordering from this location again.
880,1,Negative,The food wasn't made to order missing items also the ubiquitous wasn't cooked and I got sick from it
881,5,Negative,Just an average subway
882,1,Negative,"We put specific instructions to meet outside of the convention center and call with a number in the instructions, but the guy drove around and parked up in some alley where nobody could find him then hit delivered and drove off. Charged us almost 300 dollars for nothing. "
883,3,Negative,The driver should not cuss out my co workers and refuse to leave my order with them even when I grant them authority to receive my order since I am on the floor.  Which is exactly why I state to leave the order with them in the delivery notes.
884,5,Positive,Always good. Food came correct and the cookies were still warm!
885,5,Positive,"thank  you , will consider ordering again soon"
886,5,Positive,"My food was correct and my driver was great. He apologize for being late, but he wasn't. A+ rating on all fronts"
887,2,Negative,"I had watched my order go almost five miles out of the way before it came to me. When I got here, there were substitutions I was not asked about. This is not professional service. Regardless of what you feel your social cast and obligation to the world as far as your job is and doing it right does not make concerns on my side. I expect what I order. I expect it on time, and if there are issues with it, I expect to be contacted."
888,5,Positive,"This was my first visit to Pike's Market, I saw the restaurant online and couldn't wait to order. It was so delicious."
889,1,Negative,Driver refused to follow the instructions provided. Absolutely would give him 0 stars if that was an option. 
890,5,Positive,One of our favorites
891,4,Negative,"This is third or fourth time my order has been adjusted through a “no-reply” email. Every time I order honey-wheat bread loaf. If it’s unavailable, the menu needs to reflect that. Also- “no-reply” emails are shoddy customer service! I even called Piroshky main office and got absolutely nowhere. No explanation, no nothing. I love this place but really, get it together!"
892,1,Negative,"When I arrived at restaurant to pick my order.
They said its not there probably someone else had picked it up and they dont know what to do.
This is annoying specially because this was my lunch for a hike that i was headed to. Had to hike without lunch :/"
893,4,Positive,Everything is great.  The store clerks could've been friendlier.  Possibly the addition of pick-up signage or directions would be helpful.  I waited in the line to pick up my order when it appears that's not necessary.
894,3,Negative,"The beef and cheese was lacking a bit in moisture. There was a bit too much marzipan, as the chemically taste of the almond extract was overwhelming. "
895,5,Positive,"I had the potatoe & mushroom piroshky which was still warm on delivery. Perfect combo of shredded potatoes, mushrooms and spices. Ordered the beef/onion & cardamom for later."
896,5,Negative,Love Piroshky Piroshky. Food is amazeballs. Been craving them and did not know they had delivery. OMG so much yes yes yes. Been missing this.
897,3,Positive,"The food was good as usual, and the order was correct this time, but it was half an hour late, which for a bakery (the food is already made), plus a < 1 mile during no traffic, is disappointing. Then the food finally arrived but I wasn't actually notified. So, Piroshky = great; GrubHub = meh."
898,3,Positive,Delivered 2 hours late but delicious
899,5,Positive,"Loved the staff, and food is delicious!"
900,5,Negative,"Food not very good, will not order again. Too greasy"
901,5,Positive,"Holy maholey, these folks know what they’re doing!! Everything was super fresh and delicious. Get the dinner rolls (wish I got more than 4). Spinach, cheese and egg was a lovely breakfast. My roommate inhaled the chicken curry and raved about it! Delivery to Northgate was quick and driver was prompt and friendly. So glad they’ve joined GrubHub - will gladly order again (and again)!! "
902,4,Neutral,"Good fish and chips, deducting one star for lateness"
903,5,Positive,I love Ivar's and my family has patronized this establishment for decades. The food is always fresh and taste delicious.
904,5,Positive,My favorite seafood
905,1,Negative,"Arrived at end of the scheduled pick up time since I had not received a notification it was ready and they had not even stated the order and after informing them I was there,  they continued to ignore my order and completed at least 20 customers after me."
906,5,Positive,"Always fresh, always good.   Ivar's is one of the reasons why I like living in Seattle."
907,2,Negative,You guys were over an hour late. The normally great Ivars seafood was cold. Ridiculous.
908,2,Negative,The driver was very rude and dismissive.
909,4,Neutral,Same as usual
910,2,Negative,"The food was great but the delivery was horrible. I watched the driver on my phone take so many wrong turns, stopped in random places, and go wrong directions. I even texted him to see if he needed any help but he didn't text me back. I actually tried to cancel the order because I got so frustrated. He finally arrived 30min passed the expected delivery time which he could have easily achieved if he just went the right direction or excepted some help."
911,1,Negative,"Food had no seasoning, bland, cold, and late"
912,4,Neutral,"The food was great. However, the delivery guy refused to follow the delivery instructions that 99.9% of the other guys follow perfectly."
913,5,Positive,Outstanding.   Everything was perfect and piping hot.
914,2,Negative,I have to say we Love Ivar’s. Unfortunately we had them deliver to the hotel. And the bottom of the bag was wet. And my order was not Cajun but I paid for Cajun. Since we are in the middle of a pandemic and a lot of restaurants have takeout or delivery. But they are lacking in presentation. Food was smashed we had fish crumbles and stuck together fries. Ivars food is good. But awesome when it looks good. 
915,3,Negative,Love ur food but last night was mediocre at best
916,1,Neutral,Portions were very small and the food was cold when it arrived
917,5,Positive,Love Ivar's. Local institution.
918,2,Negative,"Ivars is usually very reliable,  It was very disappointing to only get part of my order"
919,5,Positive,great vegan hash!
920,5,Positive,Lost Lake is a great place to order from
921,2,Negative,The food was fine but they took so long to get my order ready. My driver was waiting at the restaurant for over an hour. I ordered biscuits & gravy and there was barely any gravy on them. Disappointing.
922,2,Negative,"the chicken fried steak was burnt, leathery, and not tender at all. even the toast was burnt. I couldn't eat it. Wasted the gravy on the inedible ""steak""..   the eggs, and notably small portion of potatoes, were fine.  Not ordering again. "
923,5,Positive,"Okay some of this is nostalgia, I used to go to Lost Lake late nights with some friends in the Before Times, but honestly, their food is solidly good comfort food. They were kind enough to accommodate my special order, and it turned out delightfully. 
They have a wide variety of things to order (even for vegetarians like myself), so I can do this again in other moods and get quite a different experience. "
924,5,Positive,A favorite. Good good.
925,4,Negative,Food was overcooked
926,5,Positive,They respected all the requests and the food was great
927,5,Positive,Lost Lake makes amazing food!
928,2,Negative,"Will not order again. No salt or pepper packets, no silverware and food was cold"
929,1,Negative,"Incredibly disappointing experience. Long time fan of Lost Lake pre quarantine, and was really excited for them to be on GrubHub. Ordered the chicken fried steak (which is usually FANTASTIC), but what was received was a hot mess. The chicken fried steak was so overcooked/burnt that the plastic cutlery that came with the order snapped when trying to cut it. The hash browns were still crunchy and raw. No gravy to make it remotely edible. Lastly, multiple side dipping sauces were ordered, but never delivered. All in all, waste of time and money. Bummer that such a classic joint massively under delivered."
930,5,Positive,Excellent Service. Tasty 🥞!
931,3,Positive,Eh was alright
932,4,Negative,"Love their sausages. However, French toast was lackluster in flavor and doesn't travel well.
"
933,2,Positive,"Mixed feelings. Fries? Great! Tots? Passable. Breakfast? Ok. Overpriced but, so are lots of things in Seattle (an Ex New Yorker) . So middle of the road.. until you get to the burger and the Ruben. Great burger. Contender in a very serious burger town.  The Reuben? OM*G. A disgrace to the concept. Bread was meh, the pastrami was like pulling shoelaces out with your teeth it was so full of connective tissue. This is not the Reuben you're looking for. "
934,4,Neutral,Food was cold
935,2,Negative,"The food arrived soggy and cold, could be solved with better, non-porous containers"
936,4,Neutral,lots of tots
937,3,Positive,We ordered a veggie burger and got a regular burger instead.
938,1,Negative,The chicken strips were so over cooked that they were I could not eat them.
939,4,Negative,"Decent food, but today was the second time they got my order wrong."
940,2,Negative,Driver was great - the food was meh. Hash browns were undercooked - some were raw - and not even browned. The English muffin for the breakfast sandwich saw a toaster for about thirty seconds and was flabby. The cheddar was simply shredded and thrown on top of the eggs to melt - which it didn't. I wound up having to recook things myself to make it edible.
941,1,Negative,Food was really bad
942,1,Positive,"Normally it’s all good and fine. But when putting together my order (for chicken fried steak) someone forgot to include the gravy which is half of the meal. If I could have contact someone about it and had received it in a timely fashion, I could be more forgiving."
943,4,Negative,Everything was great and as expected - lost lake is the BEST - except this is the second time having used grubhub to order a drink and it was missed/forgotten by the driver :( 
944,5,Positive,Love eating Lost Lake
945,5,Positive,It was really good!
946,3,Positive,"Food was tasty and good quality.  However, I had payed an extra $4 for Vegan Cheese and there was no cheese."
947,5,Positive,Very good food!
948,3,Positive,Lost Lake is great and the food is always good. I’ve been impressed with how they’ve pivoted to adding delivery since the pandemic started.
949,2,Negative,"there were hairs in my sandwich, completely unacceptable"
950,5,Positive,Love Lost Lake!
951,1,Negative,"My food was delivered wayyyyy later than what was suggested initially. My entire food order was literally cold when I got it. 

I never get cold food with UberEats and DoorDash. I wish I could have cancelled my order if I knew it would take over an hour to deliver. 

I want a refund."
952,4,Negative,Good food. First time ordering from here that the hash browns were barely warm upon delivery though. Usually they are still very warm.
953,1,Negative,"An hour after ordering, GrubHub still said ""in the works"". I'd been standing in the rain for 30 minutes, so I asked about the order for a second time. The kitchen said they'd already made it, but it was nowhere in the restaurant. Then, immediately after they said that,  the order status suddenly changed from ""in the works"" to ""picked up"". It was never ""ready for pickup"" at any point. And I know that no one picked it up because I was standing one foot from the GrubHub pickup table during that order status change. I wasn't going to wait in the rain while they tried again so I left without any food.

Lost Lake's kitchen has always been slow and unreliable, which is tolerable under normal circumstances. But in a pandemic, when you're going to be waiting outside in the rain, Lost Lake is a terrible choice. I learned my lesson."
954,1,Negative,"Food was good. Delivery was creepy AF. Got the below message from some rando that my driver gave my food to. WTF?! Then I find him waiting with my food outside my apt. Not cool.


Hi this is jason from uber eats your package was intercepted by another person because your drive from (grub hub) does speak english well... i have your package(food) if you text me your address i can meet you outside
"
955,2,Negative,They should pay more attention to the order and make sure any additional sides which they charge are actually there. And some of the food is incorrect.
956,5,Positive,"Awesome place, awesome food"
957,2,Negative,Undercooked and under-prepared
958,1,Negative,Terrible food. I ordered French dip. Meat was dried out and chewy. Virtually no cheese or sauce. Au ju way too salty and nearly inedible. I was starving so ate some of it. Will never order this again. 
959,5,Positive,"Solid restaurant, usually quality food, yummy."
960,4,Negative,Watch mixing hot and cold.  Plastic top of something melted off and some sauce spilled all over.  Melted plastic containers and melted butter do not inspire confidence of safe food.  
961,5,Positive,Amazing and perfect
962,2,Negative,Food was underwhelming.
963,2,Neutral,They forgot to include my other orders
964,5,Positive,I love them
965,4,Negative,Didn't receive my side order of bacon
966,5,Negative,"Order was complete, followed order notes, and no spills!"
967,5,Positive,"a bit salty, but that’s drunk food for you"
968,3,Negative,"Lost Lake has one of the best menus in Seattle! Make sure you have some room in your stomach, or another person, to help you chow down because the portions are HUGE! 😆 I just wish the delivery driver had followed my very-specific no-contact instructions that I had written. 😒 Not only that, but he called TWICE, and I very clearly explained to him exactly what he needed to do, but he still didn’t get it. Not the delivery experience I had expected."
969,5,Negative,There were missing some of the sides we requested
970,3,Negative,The delivery was fine but the food was inedible
971,2,Positive,I felt like picking up the food was a nuance
972,3,Negative,Really hard to eat French toast when there is no syrup to pour over it
973,5,Neutral,The food was already ready to be picked 5 minutes prior the time.
974,3,Negative,"driver took an extra long by route between restaurant and my place, delivered food while talking on the phone, shoved food aye and walked off."
975,5,Positive,French toast flavorable & it was nicely arranged so it looked appetizing. Eggs were good with the cheese added.
976,1,Negative,The food was horrible. Over cooked to a crisp!
977,3,Negative,"I was notified my food would be here late twice. 
The driver took detours and the food arrived cold enough that the package was soft and soggy, and there was condensation on the eggs and hash browns.
The gravy was so cold it had to be reheated. Biscuit cold and hard as a rock.

It was not Lost Lakes fault, they're food always arrives fresh and still warm at least.

This driver has been good in the past, I just don't know where he went today before. Hate to leave a review like this but I was just completely disappointed with brunch today. "
978,5,Positive,"Kick my hangovers butt, thank you!"
979,4,Positive,The mashed potatoes are LIFE
980,4,Neutral,There were 2 pieces of bacon on the blt. Could have used more honestly
981,2,Positive,The restaurant is great. Your driver? Not so much.
982,4,Negative,"Only complaint was food arrived lukewarm, which isn't good when you're ordering fresh toast and eggs. They didn't have sausage patty and substituted side of ham too thin and sparse."
983,4,Negative,It was good food! I think late delivery made the food a little soggy.
984,5,Positive,The food was so good that we called them to thank them!
985,3,Negative,Not worth the cost.
986,2,Neutral,Lost Lake was fine but the delivery people are just failures
987,3,Negative,"Food was alright, little underwhelming "
988,5,Positive,Fast and prompt 
989,5,Positive,I'm so glad Lost Lake is still open!
990,3,Negative,Sandwiches had way less ingredients than last time. Completely ignored my special requests
991,5,Positive,"French toast was flavorful and delicious, as was the sausage patty. A great Easter breakfast. Ordered a Cobb Salad for dinner and visually appears exactly as ordered (dressing on side as requested)."
992,5,Positive,Local fave of ours
993,3,Negative,The food is better in the restaurant.   Overdone dry burgers and cold fries.   Not that way in person.
994,4,Positive,"Great menu, good food, will do again for sure!"
995,5,Positive,Always great food and great service!
996,5,Positive,"One of the best 'greasy spoon' experiences in Seattle, hands down! "
997,4,Positive,Good food.  Needed more gravy.
998,2,Positive,"Mushroom Hunter omelette was supposed to be vegetarian but arrived full of bacon pieces.

Cheese curds and mac & cheese were accurate and a hit, though."
999,5,Positive,I usually order two things on menu...the grits taste wonderful but can be lumpy at times. Biscuits and gravy are delicious and the bacon is crispy
1000,4,Negative,"They only forgot the bacon last time, but it never stops me from ordering again"
1001,5,Positive,"Great food, seasoned perfectly"
1002,2,Negative,Do not post photos of your menu items if youre not even going to try and match it. I ordered biscuits and gravy with egg and sausage. Recieved a biscuit sandwich with an overcooked inedible egg and a small side of gravy. The gravy was okay but lacking in sausage so im glad i added sausage. Will not be odering from here ever again. 
1003,4,Positive,Restaurant is great. They just forgot the grits this time
1004,5,Positive,Delicious food made from high quality ingredients.
1005,5,Positive,Delicious food! Driver was great
1006,5,Positive,"Excellent concept, love the quality of ingredients!"
1007,4,Neutral,"The regular biscuits and sandwiches were good, but the gluten free biscuits appeared to be undercooked."
1008,2,Negative,"I should have loved it, but the metallic aftertaste of the baiscuits was horrid. "
1009,4,Positive,"The best! Am a return customer, but can no longer use grub hub as delivery method."
1010,1,Negative,Wrong food came
1011,1,Negative,the food was disgusting and not cooked well plus was cold
1012,2,Negative,"I’m not picky and I eat almost anything but the food was not good at all. The biscuits were not even close to being a biscuit; they were hard and had the consistency of plain bread. Also, the chicken was dry and flavorless and kinda chewy. The kale slaw was just gross and nothing close to a “Southern slaw”. Really disappointed and couldn’t even eat most of it; I really hate throwing food away. "
1013,2,Negative,Did not care for the food at all
1014,1,Negative,I didn’t like it ! 
1015,5,Positive,"Wonderful food. Seriously, the best hangover cure I've had in a long time."
1016,3,Negative,The biscuits were good but the gravy was thin and tasted horrible  
1017,5,Positive,Gimme all the biscuits!!!!
1018,5,Positive,Best gluten-free biscuits I've found! Yum!
1019,5,Positive,I just love biscuits. And am happy to order from/support what businesses I can during these times
1020,5,Positive,It was delicious
1021,5,Positive,Seriously one of the best biscuits I’ve ever had!
1022,5,Positive,It’s a favorite of mine.
1023,5,Positive,Very good! The biscuits were fresh and delicious 
1024,5,Positive,"Delicious food, prompt delivery, great brunch option while working from home!"
1025,5,Positive,We were stuck at home and this was an absolutely perfect breakfast to order in.  Would get it again any day!
1026,5,Positive,The sandwiches were fresh and still very warm. Excellent. 
1027,2,Negative,This food sucks 
1028,5,Neutral,They have the best gravy!
1029,3,Positive,"Order was missing multiple items. Recommending others not to get the grits or the lentil gravy and biscuits. The biscuit itself was good though. Giving it 3 stars, because the driver was nice and grubhub refunded me back part of my meal."
1030,1,Negative,The restaurant was fine. Grub hub not so much terrible service
1031,4,Positive,Love their food and the biscuits are huge!
1032,3,Negative,Food is good soda was bad and excessively expensive
1033,2,Negative,I get the same thing every time and this time my jelly came pre spread on only one half and put ontop of egg and bacon. no extra jelly for my other half. I have never gotten it this way. I am glad they didn't try to butter it before the jelly because I can't have dairy. 
1034,3,Positive,"So, this is the third time the restaurant has given me incorrect order. I asked for 1 biscuit/gravy and a biscuit/chocolate, but got 2 biscuit/gravy. 

I love your food so much, but I need to receive what I order. "
1035,3,Positive,The restaurant was great! Excellent breakfast sandwiches! They just forgot to add my extra egg
1036,1,Negative,The southern gravy is bland the orange juice is way too small for the price. Thanks for trying though.
1037,1,Negative,The order was original promised for delivery around 10:30 and then changed to more than an hour later. The biscuits were spilled in the boxes and the food was cold and inedible. We threw it all in the trash and would like to be refunded. 
1038,2,Positive,"For biscuits being their thing, the biscuits were dry and flavorless.  The pimento cheese sandwich was very light on the pimento cheese. "
1039,4,Positive,"You forgot the egg, but otherwise good"
1040,5,Positive,Delicious and always consistent
1041,4,Positive,It was good.  Didn't knock my socks off
1042,3,Positive,Delicious. Large portions
1043,2,Negative,"Food was great, delivery guy was not. He said he couldn’t find my name in the call box, which is not true, as a friend just used it this morning. Instead of calling me, he left my food on the ground outside... leaves and then decides to call me. Who does that? "
1044,5,Positive,My new favorite !!
1045,5,Positive,Such delicious Gluten free biscuits!
1046,3,Negative,"My only complaint is that the divers keep making me come down stairs. They call me on my cell instead of paging the box. This has happened all times except 1. Honestly, if I wanted to get dressed and put on shoes I would have walked down the street. 

I will admit our door is not “obvious”, but it isn’t hard to find."
1047,5,Positive,The best part of today’s delivery... the driver actually came up to my apartment instead of requesting me put shoes on and come down stairs... for the first time! 
1048,5,Positive,"Tasty food, very happy with order"
1049,5,Positive,Love their food! Especially the pimento cheese.
1050,5,Positive,"My driver was amazing. I accidentally put in my work address instead of home. I live 10 minutes from work, so when he dropped off other orders he brought mine to my house. It was super nice rather than making me cancel/reorder! "
1051,5,Positive,"Excellent, super tasty"
1052,1,Negative,"Burnt Biscuit , gravy wasnt that good either"
1053,3,Negative,Biscuit was cold and hard
1054,1,Negative,"Asked for butter and jam, for my biscuit. Was giving one tiny jam packet for very large biscuit. Grits, were the driest grits I've ever had in my life. I know this isn't the south but they were bad. Parts were even burnt.  "
1055,4,Negative,"Everything was great! I added some special instructions for delivery (just a different door) but they weren’t followed. That was kind of a bummer, but everything else was just fine. "
1056,1,Negative,My food was ice cold and bland 
1057,5,Positive,Excellent love the homemade biscuits
1058,5,Positive,"Fine eats at a reasonable cost, just like my grandma used to make. Maybe better (may she RIP and not hear this!). "
1059,1,Negative,"My order was missing the extra order of gravy I  paid for. The instructions were ignored and they forgot to put a fork, knife or spoon in my bag. Pretty much perfect on opposite day."
1060,5,Positive,Delicious comfort food on a Sunday lunch. Next time will try the sweet potato biscuit:)
1061,1,Negative,I ordered egg on my biscuit and it was left out. I dknt much like that I paid for something I didn't receive
1062,3,Neutral,The biscuit with the chicken biscuit was bland. And mustard was plentiful (had to scrape some off). 
1063,5,Positive,Yum! First time order. Great service and delivery guy was curteous. Will order again.
1064,3,Negative,It tasted fine but they really need to look at what customers put in the details. It's disappointing when your food comes soggy when you asked the sauce to be on the side. 
1065,5,Positive,"Honest Biscuits seems like a great place! The gluten free biscuits were soft and yummy, and prepared well. The grits were SUPER cheesy. "
1066,3,Neutral,It was okay.
1067,1,Negative,It took 2 hours for my food to arrive. It was cold  not well packaged. My worst experience so far. 
1068,2,Negative,"Food was cold. Biscuit was hard, chicken was hard and tasted bad. Grits were dried out and tough, rubbery. Salad was bland. Will not order again."
1069,5,Positive,"Tasty, fluffy biscuits! The kale salad was yummy, too, and allowed me to think the whole order was health food."
1070,2,Positive,Biscuit was so hard and almost burnt it wasn’t what I hopped for. Gravy was good .. but I won’t order again .
1071,2,Negative,Food was ice cold so hard to judge 
1072,5,Positive,FOOD GOOD. ALL FOOD IN BELLY.
1073,5,Positive,Good food reasonably priced.
1074,4,Positive,Their sirloin steak is always cooked n flavored perfectly!  
1075,3,Negative,Food was okay but arrived very cold.
1076,2,Negative,"They need to make sure everything is ready, half of my order wasn't delivered and I still got charged full price for the meal. Do better IHOP!"
1077,2,Negative,Omelettes were alright but that’s it. Toast was over cooked. No butter was included for all three orders of toast. Bacon omelette was supposed to have white cheddar cheese sauce and this was not included. We didn’t get hash-browns for two of the omelets. Doesn’t specifically say hash browns included but asks how you want them cooked and came with hash browns last time. The other omelette has hash browns in it. We asked for crispy hash browns and they were mushy. A lot of mistakes for an 80$ breakfast order. 
1078,5,Positive,Meals should Have came with juice
1079,5,Negative,Could of used a little more gravy for the steak but that seems to be a common thing from several restaurants.
1080,5,Positive,The food was excellent (fresh and hot).  My order was correct and on time.  The driver followed the correct Covid-19 guidelines and I was extremely pleased with this meal purchase.  Thank you! 
1081,3,Neutral,Try to deliver food that is warm
1082,2,Negative,IHOP is a big chain so depends on the night/staff. Sometimes great sometimes meh.
1083,4,Negative,"The website is easy to use but why do they have a comment section for delivery instructions to your driver when the driver doesn't even look at them? For instance I ordered pancakes from IHOP and when you do that they give you one syrup everybody knows that one syrup is not enough for 3 pancakes so I asked the driver to grab some extra syrup.... well he didn't . Too late for me, I had already tipped 30%..... At that rate I should at least get some extra syrup 😉."
1084,5,Positive,IHOP with joy when I eat at IHOP. 😂
1085,3,Negative,For some reason I always recieve less items than ordered. And no matter how many drinks I order I only get one.
1086,5,Positive,"My mom recently fell & hit her head on our cement patio incurring a concussion & subdural hematoma. My bro & I take turns sleeping in her room on the most uncomfortable couch.

So after a tough night, ordering from IHOP was a great reward to start off my morning. The food was perfect and I appreciate the driver following the no-contact delivery. I was able to ignore the sore neck and back while enjoying a yummy breakfast with my mom.  😍"
1087,5,Positive,"Consistent, delicious breakfast."
1088,5,Positive,Really delicious this time around.
1089,5,Negative,Can't replicate the same as getting it in person but it's as close as you can get.
1090,4,Negative,Food was cold!! 
1091,1,Negative,"Delivery was 30min late. By the time it arrived, pancakes were cold and soggy. Didnt eat them. "
1092,2,Negative,"Food was good, but the restaurant did not follow order instructions and my order was missing items. "
1093,2,Negative,Restaurant was fine but delivery was late so food was cold
1094,1,Negative,My kid's order was wrong and she didn't the right things like the pancakes was suppose to birthday cake but its wasn't and their was no whip cream barely any syrup.My drink was kid size but it was for an adult the food was cold and the bacon wasn't all the way cooked.
1095,4,Positive,I like ihop. This was the freshest IHOP I've ever had.
1096,4,Positive,"One of the best parts of the order was the steak tips, good flavor and very tender; I was pleasantly surprised! The milkshake was a liquid mess that had no flavor of ice cream in it, wouldn’t order that again. Everything else was cooked well."
1097,5,Positive,"IHOP IS MY FAVORITE RESTAURANT, THE FOOD IS GREAT, AND THE SERVICE IS GREAT! THANK YOU FOR A WONDERFUL EXPERIENCE."
1098,4,Negative,Grubhub and OR iHop need to provide a space to select side dips dressings syrups etc... as much office has no condiments- I tossed some of my appetizer today because I ran out of dips! Super lame.
1099,5,Positive,One of my favorites for breakfast food at lunch.
1100,5,Positive,"Fast, friendly, efficient"
1101,5,Positive,Consistently good food and quite the value!
1102,4,Neutral,Portions seem larger in store.
1103,5,Positive,The food was delicious and delivered hot. I would order again.
1104,5,Neutral,Order was to be expected
1105,5,Positive,It was goooood 
1106,3,Negative,Okay eatable nothing special!
1107,5,Positive,It was perfect 👌🏽 
1108,4,Positive,Oversll good experience
1109,5,Positive,It was good.
1110,5,Positive,IHOP via Grubhub cost a little less than DoorDash and I was able to enter special instr for my order. Good job Grubhub
1111,1,Neutral,It was cold when we got it
1112,3,Negative,I did not get any tartar sauce for my fish and chips. The menu said tartar sauce was included.
1113,5,Positive,Wonderful sandwich shop
1114,3,Neutral,Forgot my 2 orders of soup.  Sandwich was good.
1115,5,Positive,This place is great. Love it
1116,5,Positive,Great food love this place been eating there for over 10 years
1117,5,Positive,Best Reuben in Seattle. 
1118,5,Positive,best breakfast sandwich ever
1119,3,Positive,Restaurant's food was delicious
1120,5,Positive,Love it. Best sandwiches ever
1121,5,Positive,Hands down the best ruben and corned beef sandwiches I've EVER had!
